aspect,B11,B12,B2,B3,B4,B8,bd_0-5,bd_15-30,bd_5-15,bsi,cec_0-5,cec_15-30,cec_5-15,clay_0-5,clay_15-30,clay_5-15,dem,evi,ndmi,ndvi,ph_0-5,ph_15-30,ph_5-15,sand_0-5,sand_15-30,sand_5-15,savi,silt_0-5,silt_15-30,silt_5-15,slope,soc_0-5,soc_15-30,soc_5-15,tpi,tri,worldcover,x,y
249.0,2398.1182,1626.5443,479.14612,699.8228,829.6294,2269.2131,138.0,138.0,137.0,0.07755463,207.0,199.0,193.0,247.0,394.0,264.0,869.0,0.26489964,-0.027275927,0.4653218,66.0,65.0,66.0,510.0,401.0,496.0,0.26603016,243.0,205.0,239.0,3.0,18.0,7.0,11.0,2.0,5.111111,10.0,770692.6333651508,1455642.3115834203
232.0,2789.492,1955.7003,513.92175,734.71155,913.84625,2336.947,136.0,137.0,136.0,0.12739629,204.0,194.0,190.0,251.0,386.0,273.0,877.0,0.25612405,-0.08695118,0.44023636,65.0,65.0,66.0,496.0,397.0,478.0,0.25876564,253.0,217.0,250.0,3.0,18.0,8.0,11.0,4.375,6.3333335,40.0,770942.779638287,1455642.3115834203
162.0,2809.6218,1989.7783,521.90155,743.9719,915.25244,2290.9758,136.0,136.0,136.0,0.13841005,201.0,189.0,185.0,248.0,374.0,272.0,881.0,0.24934112,-0.10152061,0.4326758,65.0,65.0,66.0,494.0,400.0,474.0,0.25164744,258.0,225.0,254.0,4.0,18.0,8.0,11.0,4.875,5.0,20.0,771192.9259114233,1455642.3115834203
152.0,2958.9175,2085.5862,538.61945,767.4268,978.3166,2330.1936,136.0,136.0,135.0,0.15442687,195.0,183.0,180.0,260.0,372.0,285.0,879.0,0.24418367,-0.1170442,0.4140082,65.0,65.0,65.0,493.0,408.0,472.0,0.24821843,247.0,220.0,243.0,4.0,19.0,8.0,12.0,1.25,3.1111112,40.0,771443.0721845595,1455642.3115834203
189.0,1284.7029,898.373,428.92383,571.37463,570.95435,1129.7588,33.0,33.0,33.0,0.09569825,32.0,33.0,31.0,53.0,79.0,59.0,859.0,0.11566003,-0.099703655,0.2173481,15.0,15.0,15.0,133.0,113.0,128.0,0.113369964,52.0,45.0,50.0,2.0,4.0,1.0,2.0,-1.75,2.2222223,20.0,768941.6094531971,1455382.8546549564
172.0,1133.601,767.3017,407.93427,543.5928,532.8725,1056.9772,2.0,2.0,2.0,0.06551117,2.0,2.0,2.0,3.0,5.0,4.0,858.0,0.09460272,-0.071089044,0.08037858,1.0,1.0,1.0,8.0,7.0,8.0,0.09045154,3.0,3.0,3.0,3.0,0.0,0.0,0.0,-1.375,2.3333333,40.0,769191.7557263334,1455382.8546549564
163.0,565.27936,386.53793,352.79797,461.1182,402.40594,562.51715,0.0,0.0,0.0,0.014905174,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.022378273,-0.011883965,-0.1719712,0.0,0.0,0.0,0.0,0.0,0.0,0.018456623,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.25,2.0,40.0,769441.9019994696,1455382.8546549564
131.0,108.649086,91.2608,304.3569,389.69028,298.35904,113.95177,0.0,0.0,0.0,-0.014531427,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.04803108,0.026743637,-0.45854992,0.0,0.0,0.0,0.0,0.0,0.0,-0.05127945,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.75,0.6666667,30.0,769692.0482726059,1455382.8546549564
274.0,96.69569,84.993355,284.8488,367.2785,276.53052,95.83416,0.0,0.0,0.0,-0.010087265,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.046971403,-0.002219513,-0.48695776,0.0,0.0,0.0,0.0,0.0,0.0,-0.050456595,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-0.375,0.33333334,10.0,769942.1945457421,1455382.8546549564
250.0,339.02155,253.10577,290.5383,380.35297,320.2876,292.0678,0.0,0.0,0.0,0.044285294,0.0,0.0,0.0,0.0,0.0,0.0,856.0,-0.0146661,-0.089677066,-0.29413787,0.0,0.0,0.0,0.0,0.0,0.0,-0.017346157,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.5,2.0,20.0,770192.3408188784,1455382.8546549564
237.0,1973.2434,1291.0308,431.46173,656.6528,674.95135,2030.9844,6.0,6.0,6.0,0.036669847,8.0,8.0,8.0,10.0,16.0,11.0,861.0,0.24963999,-0.0039771674,0.39216268,3.0,3.0,3.0,22.0,18.0,22.0,0.24476494,10.0,9.0,10.0,3.0,0.0,0.0,0.0,-0.625,4.111111,20.0,770442.4870920145,1455382.8546549564
238.0,2465.105,1643.1333,457.04984,682.21387,766.27155,2392.9119,137.0,138.0,136.0,0.05552074,197.0,189.0,184.0,239.0,381.0,255.0,868.0,0.30245245,-0.011316252,0.51679647,65.0,65.0,66.0,520.0,413.0,505.0,0.29894182,240.0,207.0,240.0,3.0,18.0,7.0,10.0,-0.125,5.2222223,20.0,770692.6333651508,1455382.8546549564
244.0,3024.3223,2120.478,539.60004,772.3819,991.7036,2399.3372,137.0,137.0,136.0,0.15129723,196.0,187.0,182.0,248.0,378.0,268.0,876.0,0.24768752,-0.112821065,0.41993174,65.0,65.0,66.0,507.0,409.0,490.0,0.2523332,245.0,213.0,243.0,3.0,18.0,7.0,10.0,1.125,5.0,40.0,770942.779638287,1455382.8546549564
180.0,2723.0051,1937.1528,535.93146,750.4489,908.16547,2340.1875,138.0,138.0,138.0,0.11263584,190.0,180.0,175.0,251.0,369.0,272.0,884.0,0.2615619,-0.073949866,0.44629467,65.0,65.0,65.0,492.0,404.0,474.0,0.26082474,256.0,227.0,254.0,3.0,18.0,7.0,10.0,6.0,5.3333335,10.0,771192.9259114233,1455382.8546549564
121.0,3099.1377,2258.3826,602.7007,860.4958,1115.9926,2503.642,137.0,138.0,136.0,0.14756782,190.0,179.0,175.0,262.0,378.0,290.0,880.0,0.2431606,-0.105077006,0.39154503,64.0,65.0,65.0,501.0,411.0,477.0,0.24561019,238.0,211.0,233.0,3.0,18.0,8.0,11.0,0.375,1.4444444,40.0,771443.0721845595,1455382.8546549564
151.0,1601.14,1056.7219,425.85385,591.98834,585.5521,1554.5078,0.0,0.0,0.0,0.06405714,0.0,0.0,0.0,0.0,0.0,0.0,859.0,0.20075688,-0.05297894,0.3428212,0.0,0.0,0.0,0.0,0.0,0.0,0.19351968,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.625,1.2222222,10.0,768941.6094531971,1455123.3977264925
141.0,536.8236,392.18628,354.12738,453.6467,407.8061,455.95612,0.0,0.0,0.0,0.059913315,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.0012634146,-0.093241744,-0.17076539,0.0,0.0,0.0,0.0,0.0,0.0,-0.00089101976,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.125,1.8888888,40.0,769191.7557263334,1455123.3977264925
121.0,118.636284,97.62172,305.5585,391.1498,303.33163,112.33239,0.0,0.0,0.0,0.0044478625,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.04954893,-0.025963359,-0.4668595,0.0,0.0,0.0,0.0,0.0,0.0,-0.052940413,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.375,1.2222222,20.0,769441.9019994696,1455123.3977264925
157.0,90.30526,78.939735,296.12848,380.5683,289.977,82.056435,0.0,0.0,0.0,0.003493941,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.054139715,-0.054940812,-0.56226367,0.0,0.0,0.0,0.0,0.0,0.0,-0.058066156,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.25,0.22222222,30.0,769692.0482726059,1455123.3977264925
271.0,99.088974,87.20719,276.90344,363.0734,274.5041,78.90891,0.0,0.0,0.0,0.0233394,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.050699074,-0.10756614,-0.55943805,0.0,0.0,0.0,0.0,0.0,0.0,-0.05482833,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.5,0.44444445,30.0,769942.1945457421,1455123.3977264925
244.0,362.2937,269.17264,286.72293,379.8335,325.79553,300.69586,1.0,1.0,1.0,0.0782314,2.0,1.0,1.0,2.0,3.0,2.0,856.0,-0.013649061,-0.15274183,-0.29359248,1.0,1.0,1.0,5.0,4.0,5.0,-0.016743012,2.0,2.0,2.0,2.0,0.0,0.0,0.0,-1.5,2.0,40.0,770192.3408188784,1455123.3977264925
231.0,1969.4409,1294.6455,428.73035,646.65515,661.5348,1960.0917,112.0,112.0,111.0,0.049247358,134.0,128.0,123.0,180.0,286.0,193.0,860.0,0.24122685,-0.017723624,0.3845318,54.0,53.0,54.0,440.0,358.0,427.0,0.23657769,194.0,169.0,193.0,2.0,15.0,6.0,8.0,-1.375,3.6666667,40.0,770442.4870920145,1455123.3977264925
231.0,2445.7134,1665.7605,511.82224,746.3467,816.63055,2465.023,138.0,138.0,137.0,0.036943372,171.0,163.0,158.0,242.0,365.0,259.0,866.0,0.30816054,0.009824446,0.512224,65.0,65.0,66.0,513.0,420.0,497.0,0.29987234,245.0,215.0,244.0,3.0,18.0,7.0,10.0,-1.25,4.6666665,40.0,770692.6333651508,1455123.3977264925
238.0,2816.4956,2011.7433,534.9926,756.5356,955.30035,2299.0642,137.0,138.0,137.0,0.13880837,177.0,166.0,162.0,249.0,375.0,269.0,874.0,0.24087484,-0.0995707,0.4175819,65.0,65.0,66.0,502.0,408.0,483.0,0.24408263,249.0,217.0,247.0,3.0,18.0,7.0,10.0,0.375,5.0,40.0,770942.779638287,1455123.3977264925
173.0,2729.668,1945.1492,528.09314,765.38324,975.2135,2360.016,138.0,138.0,137.0,0.11791624,175.0,167.0,162.0,249.0,365.0,271.0,880.0,0.24606195,-0.06944244,0.4243189,64.0,65.0,65.0,505.0,419.0,486.0,0.2502605,246.0,217.0,243.0,3.0,18.0,7.0,10.0,3.25,3.7777777,40.0,771192.9259114233,1455123.3977264925
146.0,2914.1296,2042.2164,559.627,849.5916,1058.5842,2658.0955,138.0,138.0,137.0,0.1014418,172.0,163.0,160.0,260.0,365.0,284.0,877.0,0.27796516,-0.04562052,0.4369342,64.0,65.0,65.0,515.0,435.0,496.0,0.27950606,224.0,200.0,220.0,3.0,17.0,7.0,10.0,-1.25,2.4444444,40.0,771443.0721845595,1455123.3977264925
119.0,2429.5532,1590.9325,469.46234,697.5605,827.519,2358.9602,95.0,96.0,96.0,0.06543807,93.0,97.0,92.0,156.0,238.0,175.0,863.0,0.29483384,-0.016461257,0.4677699,48.0,48.0,48.0,445.0,379.0,429.0,0.29025438,132.0,116.0,130.0,3.0,24.0,15.0,16.0,2.625,2.7777777,20.0,768941.6094531971,1454863.9407980286
122.0,1066.141,745.0795,384.7132,536.06195,575.46515,970.91223,8.0,8.0,8.0,0.071645066,8.0,8.0,8.0,13.0,20.0,15.0,859.0,0.060426816,-0.078820184,-0.0656403,4.0,4.0,4.0,37.0,32.0,36.0,0.058719203,11.0,10.0,11.0,3.0,2.0,1.0,1.0,0.75,2.6666667,60.0,769191.7557263334,1454863.9407980286
130.0,145.31876,115.728096,286.00116,369.4641,292.18613,130.8109,0.0,0.0,0.0,0.034739416,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.043282356,-0.11082576,-0.5008329,0.0,0.0,0.0,0.0,0.0,0.0,-0.04754906,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.125,1.0,30.0,769441.9019994696,1454863.9407980286
205.0,84.62057,78.72776,279.5691,363.6355,279.2466,57.912148,0.0,0.0,0.0,0.038195975,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.05742094,-0.19393079,-0.6585346,0.0,0.0,0.0,0.0,0.0,0.0,-0.062209956,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.125,0.11111111,30.0,769692.0482726059,1454863.9407980286
276.0,93.61472,86.251915,268.6826,350.87244,267.20114,64.4349,0.0,0.0,0.0,0.039261162,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.052533172,-0.18672785,-0.6154371,0.0,0.0,0.0,0.0,0.0,0.0,-0.057060342,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.8888889,30.0,769942.1945457421,1454863.9407980286
246.0,578.14514,395.20392,304.58835,413.9531,365.5499,542.0263,0.0,0.0,0.0,0.059738304,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.024677081,-0.116733186,-0.22606736,0.0,0.0,0.0,1.0,1.0,1.0,0.020544436,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.375,2.5555556,40.0,770192.3408188784,1454863.9407980286
234.0,2074.4316,1328.0269,425.96396,657.57947,644.25964,2183.0486,137.0,138.0,137.0,0.025226306,147.0,144.0,139.0,227.0,342.0,245.0,861.0,0.2885401,0.013441273,0.46820962,66.0,65.0,66.0,537.0,449.0,523.0,0.28008994,236.0,210.0,232.0,2.0,18.0,7.0,10.0,-1.25,3.7777777,20.0,770442.4870920145,1454863.9407980286
227.0,2441.2195,1710.2452,545.9732,768.7004,845.9269,2370.0786,138.0,139.0,137.0,0.058137003,155.0,150.0,144.0,236.0,347.0,257.0,866.0,0.28655073,-0.016243117,0.4772782,66.0,65.0,66.0,525.0,440.0,508.0,0.2775034,239.0,212.0,235.0,2.0,18.0,7.0,10.0,-1.375,3.8888888,10.0,770692.6333651508,1454863.9407980286
238.0,2507.0671,1859.2633,508.639,684.86346,851.89075,1947.2644,138.0,139.0,137.0,0.156377,157.0,151.0,145.0,237.0,350.0,257.0,872.0,0.20691359,-0.12765883,0.39346203,65.0,65.0,66.0,524.0,439.0,504.0,0.20993632,240.0,212.0,238.0,3.0,18.0,7.0,10.0,-0.375,3.6666667,40.0,770942.779638287,1454863.9407980286
161.0,3189.5825,2408.6335,634.6788,890.7618,1266.1642,2370.6216,138.0,137.0,136.0,0.19034557,163.0,157.0,152.0,246.0,357.0,270.0,877.0,0.18469006,-0.14528032,0.31768894,64.0,65.0,65.0,516.0,430.0,495.0,0.19381052,238.0,213.0,235.0,3.0,18.0,7.0,11.0,2.375,2.7777777,40.0,771192.9259114233,1454863.9407980286
140.0,3221.771,2422.3313,706.72876,1006.44653,1406.854,2602.0056,138.0,137.0,136.0,0.16229835,156.0,152.0,145.0,257.0,358.0,281.0,874.0,0.19531208,-0.10481916,0.31244963,64.0,65.0,65.0,524.0,445.0,504.0,0.2024905,219.0,197.0,216.0,3.0,18.0,7.0,10.0,-1.75,2.0,40.0,771443.0721845595,1454863.9407980286
129.0,2684.7034,1808.7056,516.9375,771.3701,992.541,2437.8528,136.0,137.0,137.0,0.10162216,115.0,123.0,115.0,211.0,329.0,240.0,864.0,0.26820344,-0.045915484,0.43224877,64.0,65.0,65.0,622.0,525.0,597.0,0.2703341,167.0,146.0,163.0,3.0,21.0,10.0,13.0,2.375,2.1111112,20.0,768941.6094531971,1454604.4838695647
131.0,1539.3749,1084.2637,428.34247,606.0085,728.509,1299.3542,98.0,100.0,99.0,0.11772282,89.0,95.0,89.0,161.0,250.0,183.0,858.0,0.09219756,-0.1211538,0.060026575,48.0,49.0,49.0,464.0,392.0,445.0,0.093858086,129.0,113.0,126.0,3.0,23.0,15.0,15.0,-1.125,3.0,40.0,769191.7557263334,1454604.4838695647
135.0,159.29984,128.32547,271.7047,352.55014,281.1165,128.49182,7.0,7.0,7.0,0.054268345,6.0,7.0,6.0,11.0,18.0,13.0,855.0,-0.040684585,-0.16470258,-0.49322775,3.0,3.0,3.0,33.0,28.0,31.0,-0.044888213,9.0,8.0,9.0,2.0,1.0,1.0,1.0,-1.25,1.1111112,30.0,769441.9019994696,1454604.4838695647
189.0,86.90845,79.73916,265.2899,342.6229,263.9411,47.51179,0.0,0.0,0.0,0.057640728,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.0562617,-0.29912546,-0.6964955,0.0,0.0,0.0,0.0,0.0,0.0,-0.061262757,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.25,0.22222222,20.0,769692.0482726059,1454604.4838695647
243.0,102.89982,88.86348,259.45102,335.37448,255.27203,68.31708,0.0,0.0,0.0,0.044176836,0.0,0.0,0.0,0.0,0.0,0.0,856.0,-0.04971652,-0.22944126,-0.60755354,0.0,0.0,0.0,0.0,0.0,0.0,-0.05408339,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-0.375,1.2222222,30.0,769942.1945457421,1454604.4838695647
219.0,1356.059,871.4143,366.21146,527.02594,514.28827,1311.4741,97.0,100.0,99.0,0.054884396,96.0,103.0,98.0,179.0,256.0,193.0,859.0,0.143956,-0.07631935,0.076904014,49.0,49.0,50.0,431.0,369.0,419.0,0.1381978,151.0,137.0,149.0,4.0,24.0,17.0,15.0,-0.25,2.8888888,40.0,770192.3408188784,1454604.4838695647
261.0,2347.8945,1456.6079,448.10333,714.2092,706.1553,2819.8635,138.0,139.0,138.0,-0.032761574,133.0,136.0,129.0,230.0,330.0,252.0,865.0,0.3918523,0.08661037,0.5921098,65.0,65.0,66.0,540.0,463.0,523.0,0.373226,230.0,206.0,225.0,3.0,17.0,7.0,9.0,1.875,3.6666667,40.0,770442.4870920145,1454604.4838695647
200.0,2417.3281,1561.6157,473.6902,711.5569,765.65686,2555.3455,137.0,138.0,137.0,0.02822939,135.0,137.0,129.0,233.0,332.0,257.0,869.0,0.33565658,0.018969879,0.52710164,65.0,65.0,66.0,535.0,461.0,517.0,0.32276183,231.0,208.0,226.0,2.0,17.0,7.0,10.0,1.25,3.1111112,40.0,770692.6333651508,1454604.4838695647
240.0,2495.3723,1716.4564,463.0707,652.0226,817.01385,2014.0435,137.0,138.0,136.0,0.1422368,138.0,138.0,130.0,234.0,338.0,257.0,872.0,0.23198545,-0.105908625,0.42670447,65.0,65.0,66.0,534.0,455.0,516.0,0.2368462,231.0,207.0,227.0,2.0,17.0,6.0,10.0,0.125,2.5555556,40.0,770942.779638287,1454604.4838695647
192.0,2997.0752,2163.5151,574.60046,810.8333,1107.9514,2248.5793,138.0,139.0,137.0,0.18002428,143.0,140.0,131.0,233.0,341.0,258.0,875.0,0.20560183,-0.14023244,0.35733908,65.0,65.0,65.0,536.0,452.0,515.0,0.21307848,230.0,207.0,226.0,2.0,18.0,7.0,10.0,1.5,1.7777778,40.0,771192.9259114233,1454604.4838695647
165.0,3070.5166,2284.7915,647.40405,923.3407,1287.0602,2448.7974,138.0,138.0,137.0,0.16195217,139.0,136.0,128.0,240.0,341.0,266.0,873.0,0.20139793,-0.10812835,0.32796386,65.0,65.0,65.0,537.0,457.0,514.0,0.20854534,223.0,202.0,220.0,3.0,18.0,7.0,10.0,-1.25,1.1111112,40.0,771443.0721845595,1454604.4838695647
